location,size,total_sqft,bath,price,bhk,price_per_sqft
7th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2,3800.0
7th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2,3800.0
7th Phase JP Nagar,2 BHK,1035.0,2.0,41.39,2,3999.0338164251207
7th Phase JP Nagar,2 BHK,1040.0,2.0,39.52,2,3800.0000000000005
7th Phase JP Nagar,2 BHK,1040.0,2.0,41.59,2,3999.038461538462
7th Phase JP Nagar,2 BHK,1040.0,2.0,75.0,2,7211.538461538462
7th Phase JP Nagar,2 BHK,1050.0,2.0,42.0,2,4000.0
7th Phase JP Nagar,2 BHK,1050.0,2.0,42.0,2,4000.0
7th Phase JP Nagar,2 BHK,1050.0,2.0,42.0,2,4000.0
7th Phase JP Nagar,2 BHK,1050.0,2.0,50.0,2,4761.9047619047615
7th Phase JP Nagar,2 BHK,1050.0,2.0,68.0,2,6476.190476190476
7th Phase JP Nagar,2 BHK,1050.0,2.0,71.0,2,6761.9047619047615
7th Phase JP Nagar,2 BHK,1050.0,2.0,75.0,2,7142.857142857143
7th Phase JP Nagar,2 BHK,1050.0,2.0,75.0,2,7142.857142857143
7th Phase JP Nagar,2 BHK,1050.0,2.0,77.0,2,7333.333333333333
7th Phase JP Nagar,2 BHK,1050.0,2.0,77.47,2,7378.0952380952385
7th Phase JP Nagar,2 BHK,1070.0,2.0,42.0,2,3925.233644859813
7th Phase JP Nagar,2 BHK,1070.0,2.0,42.79,2,3999.0654205607475
7th Phase JP Nagar,2 BHK,1070.0,2.0,42.79,2,3999.0654205607475
7th Phase JP Nagar,2 BHK,1075.0,2.0,42.99,2,3999.0697674418607
7th Phase JP Nagar,2 BHK,1080.0,2.0,72.0,2,6666.666666666667
7th Phase JP Nagar,2 BHK,1080.0,2.0,75.0,2,6944.444444444444
7th Phase JP Nagar,2 BHK,1100.0,2.0,44.0,2,4000.0
7th Phase JP Nagar,2 BHK,1100.0,2.0,44.0,2,4000.0
7th Phase JP Nagar,2 BHK,1100.0,2.0,44.0,2,4000.0
7th Phase JP Nagar,2 BHK,1100.0,2.0,46.0,2,4181.818181818182
7th Phase JP Nagar,2 BHK,1120.0,2.0,65.0,2,5803.571428571428
7th Phase JP Nagar,2 BHK,1128.0,2.0,60.0,2,5319.148936170212
7th Phase JP Nagar,2 BHK,1130.0,2.0,73.0,2,6460.1769911504425
7th Phase JP Nagar,2 BHK,1130.0,2.0,85.0,2,7522.123893805309
7th Phase JP Nagar,2 BHK,1140.0,2.0,57.0,2,5000.0
7th Phase JP Nagar,2 BHK,1174.0,2.0,47.0,2,4003.4071550255535
7th Phase JP Nagar,2 BHK,1175.0,2.0,82.0,2,6978.723404255319
7th Phase JP Nagar,2 BHK,1175.0,2.0,82.5,2,7021.276595744681
7th Phase JP Nagar,2 BHK,1180.0,2.0,72.0,2,6101.6949152542375
7th Phase JP Nagar,2 BHK,1187.0,2.0,59.0,2,4970.513900589722
7th Phase JP Nagar,2 BHK,1190.0,2.0,49.98,2,4200.0
7th Phase JP Nagar,2 BHK,1200.0,2.0,62.5,2,5208.333333333333
7th Phase JP Nagar,2 Bedroom,1200.0,2.0,200.0,2,16666.666666666668
7th Phase JP Nagar,2 BHK,1215.0,2.0,90.0,2,7407.407407407408
7th Phase JP Nagar,2 BHK,1236.0,2.0,61.33,2,4961.974110032363
7th Phase JP Nagar,2 BHK,1245.0,2.0,94.0,2,7550.2008032128515
7th Phase JP Nagar,2 BHK,1270.0,2.0,80.0,2,6299.212598425197
7th Phase JP Nagar,2 BHK,1270.0,2.0,83.0,2,6535.433070866142
7th Phase JP Nagar,2 BHK,1270.0,2.0,93.0,2,7322.834645669292
7th Phase JP Nagar,2 BHK,1275.0,2.0,87.0,2,6823.529411764706
7th Phase JP Nagar,2 BHK,1370.0,2.0,56.17,2,4100.0
7th Phase JP Nagar,2 BHK,1530.0,2.0,108.0,2,7058.823529411765
7th Phase JP Nagar,2 BHK,1100.0,3.0,60.0,2,5454.545454545455
7th Phase JP Nagar,2 BHK,1212.0,3.0,42.0,2,3465.3465346534654
7th Phase JP Nagar,3 BHK,1050.0,2.0,57.0,3,5428.571428571428
7th Phase JP Nagar,3 BHK,1075.0,2.0,57.0,3,5302.325581395349
7th Phase JP Nagar,3 BHK,1275.0,2.0,88.0,3,6901.9607843137255
7th Phase JP Nagar,3 BHK,1300.0,2.0,52.0,3,4000.0
7th Phase JP Nagar,3 BHK,1300.0,2.0,52.0,3,4000.0
7th Phase JP Nagar,3 BHK,1300.0,2.0,52.0,3,4000.0
7th Phase JP Nagar,3 BHK,1343.0,2.0,56.41,3,4200.297840655249
7th Phase JP Nagar,3 BHK,1370.0,2.0,54.79,3,3999.2700729927005
7th Phase JP Nagar,3 BHK,1370.0,2.0,54.79,3,3999.2700729927005
7th Phase JP Nagar,3 BHK,1370.0,2.0,54.79,3,3999.2700729927005
7th Phase JP Nagar,3 BHK,1370.0,2.0,54.79,3,3999.2700729927005
7th Phase JP Nagar,3 BHK,1385.0,2.0,58.17,3,4200.0
7th Phase JP Nagar,3 BHK,1400.0,2.0,57.0,3,4071.4285714285716
7th Phase JP Nagar,3 BHK,1400.0,2.0,95.0,3,6785.714285714285
7th Phase JP Nagar,3 BHK,1400.0,2.0,95.0,3,6785.714285714285
7th Phase JP Nagar,3 BHK,1405.0,2.0,59.01,3,4200.0
7th Phase JP Nagar,3 BHK,1420.0,2.0,96.0,3,6760.56338028169
7th Phase JP Nagar,3 BHK,1420.0,2.0,100.0,3,7042.2535211267605
7th Phase JP Nagar,3 BHK,1430.0,2.0,102.0,3,7132.867132867133
7th Phase JP Nagar,3 BHK,1450.0,2.0,100.0,3,6896.551724137931
7th Phase JP Nagar,3 BHK,1450.0,2.0,102.0,3,7034.482758620689
7th Phase JP Nagar,3 BHK,1460.0,2.0,97.0,3,6643.835616438356
7th Phase JP Nagar,3 BHK,1460.0,2.0,100.0,3,6849.315068493151
7th Phase JP Nagar,3 BHK,1463.0,2.0,61.45,3,4200.273410799727
7th Phase JP Nagar,3 BHK,1515.0,2.0,76.0,3,5016.501650165016
7th Phase JP Nagar,3 BHK,1575.0,2.0,110.0,3,6984.126984126984
7th Phase JP Nagar,3 BHK,1575.0,2.0,110.0,3,6984.126984126984
7th Phase JP Nagar,3 BHK,1575.0,2.0,120.0,3,7619.047619047619
7th Phase JP Nagar,3 BHK,1600.0,2.0,110.0,3,6875.0
7th Phase JP Nagar,3 BHK,1675.0,2.0,135.0,3,8059.701492537313
7th Phase JP Nagar,3 BHK,1680.0,2.0,92.0,3,5476.190476190476
7th Phase JP Nagar,3 BHK,1250.0,3.0,65.0,3,5200.0
7th Phase JP Nagar,3 BHK,1300.0,3.0,89.13,3,6856.153846153846
7th Phase JP Nagar,3 BHK,1350.0,3.0,58.0,3,4296.2962962962965
7th Phase JP Nagar,3 BHK,1400.0,3.0,115.0,3,8214.285714285714
7th Phase JP Nagar,3 BHK,1415.0,3.0,65.0,3,4593.639575971732
7th Phase JP Nagar,3 BHK,1420.0,3.0,90.0,3,6338.028169014085
7th Phase JP Nagar,3 BHK,1450.0,3.0,100.0,3,6896.551724137931
7th Phase JP Nagar,3 BHK,1460.0,3.0,70.0,3,4794.520547945205
7th Phase JP Nagar,3 Bedroom,1500.0,3.0,170.0,3,11333.333333333334
7th Phase JP Nagar,3 BHK,1650.0,3.0,110.0,3,6666.666666666667
7th Phase JP Nagar,3 BHK,1650.0,3.0,110.0,3,6666.666666666667
7th Phase JP Nagar,3 BHK,1680.0,3.0,112.0,3,6666.666666666667
7th Phase JP Nagar,3 BHK,1680.0,3.0,117.0,3,6964.285714285715
7th Phase JP Nagar,3 BHK,1680.0,3.0,117.0,3,6964.285714285715
7th Phase JP Nagar,3 BHK,1680.0,3.0,120.0,3,7142.857142857143
7th Phase JP Nagar,3 BHK,1680.0,3.0,120.0,3,7142.857142857143
7th Phase JP Nagar,3 BHK,1680.0,3.0,122.0,3,7261.9047619047615
7th Phase JP Nagar,3 BHK,1680.0,3.0,125.0,3,7440.476190476191
7th Phase JP Nagar,3 BHK,1680.0,3.0,125.0,3,7440.476190476191
7th Phase JP Nagar,3 BHK,1680.0,3.0,125.0,3,7440.476190476191
7th Phase JP Nagar,3 BHK,1680.0,3.0,130.0,3,7738.0952380952385
7th Phase JP Nagar,3 BHK,1765.0,3.0,118.0,3,6685.552407932011
7th Phase JP Nagar,3 BHK,1790.0,3.0,120.0,3,6703.91061452514
7th Phase JP Nagar,3 BHK,1800.0,3.0,130.0,3,7222.222222222223
7th Phase JP Nagar,3 BHK,1850.0,3.0,140.0,3,7567.5675675675675
7th Phase JP Nagar,3 BHK,1850.0,3.0,150.0,3,8108.108108108108
7th Phase JP Nagar,3 BHK,1850.0,3.0,150.0,3,8108.108108108108
7th Phase JP Nagar,3 BHK,1850.0,3.0,150.0,3,8108.108108108108
7th Phase JP Nagar,3 BHK,1850.0,3.0,155.0,3,8378.378378378378
7th Phase JP Nagar,3 BHK,1976.0,3.0,145.0,3,7338.056680161943
7th Phase JP Nagar,3 BHK,2000.0,3.0,77.0,3,3850.0
7th Phase JP Nagar,3 BHK,2095.0,3.0,150.0,3,7159.904534606205
7th Phase JP Nagar,3 BHK,2100.0,3.0,190.0,3,9047.619047619048
7th Phase JP Nagar,3 BHK,2100.0,3.0,200.0,3,9523.809523809523
7th Phase JP Nagar,3 BHK,2100.0,3.0,200.0,3,9523.809523809523
7th Phase JP Nagar,3 BHK,2200.0,3.0,190.0,3,8636.363636363636
7th Phase JP Nagar,3 BHK,2225.0,3.0,160.0,3,7191.011235955056
7th Phase JP Nagar,3 Bedroom,2200.0,4.0,105.0,3,4772.727272727273
7th Phase JP Nagar,3 BHK,2980.0,4.0,260.0,3,8724.832214765102
7th Phase JP Nagar,3 Bedroom,3300.0,4.0,160.0,3,4848.484848484848
7th Phase JP Nagar,4 Bedroom,3600.0,3.0,410.0,4,11388.888888888889
7th Phase JP Nagar,4 BHK,2503.0,4.0,188.0,4,7510.986815821015
7th Phase JP Nagar,4 Bedroom,3200.0,4.0,350.0,4,10937.5
7th Phase JP Nagar,4 Bedroom,3300.0,4.0,150.0,4,4545.454545454545
7th Phase JP Nagar,4 BHK,3600.0,4.0,400.0,4,11111.111111111111
7th Phase JP Nagar,4 Bedroom,1500.0,5.0,220.0,4,14666.666666666666
7th Phase JP Nagar,5 Bedroom,1800.0,6.0,270.0,5,15000.0
7th Phase JP Nagar,6 Bedroom,650.0,6.0,80.0,6,12307.692307692309
7th Phase JP Nagar,6 Bedroom,1045.0,6.0,160.0,6,15311.004784688996
7th Phase JP Nagar,6 BHK,5080.0,7.0,450.0,6,8858.267716535433
7th Phase JP Nagar,7 Bedroom,4800.0,7.0,170.0,7,3541.6666666666665
7th Phase JP Nagar,8 Bedroom,1200.0,8.0,250.0,8,20833.333333333332
8th Block Jayanagar,2 BHK,1100.0,2.0,110.0,2,10000.0
8th Block Jayanagar,2 Bedroom,2800.0,2.0,650.0,2,23214.285714285714
8th Block Jayanagar,6 Bedroom,1500.0,6.0,300.0,6,20000.0
8th Block Jayanagar,6 Bedroom,2000.0,6.0,300.0,6,15000.0
8th Phase JP Nagar,1 BHK,451.0,1.0,29.9,1,6629.711751662971
8th Phase JP Nagar,1 BHK,500.0,1.0,30.0,1,6000.0
8th Phase JP Nagar,1 BHK,500.0,1.0,31.0,1,6200.0
8th Phase JP Nagar,1 BHK,500.0,1.0,33.0,1,6600.0
8th Phase JP Nagar,2 BHK,871.0,2.0,55.0,2,6314.580941446613
8th Phase JP Nagar,2 BHK,909.0,2.0,40.9,2,4499.4499449945
8th Phase JP Nagar,2 BHK,1006.0,2.0,44.0,2,4373.75745526839
8th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2,3800.0
8th Phase JP Nagar,2 BHK,1046.0,2.0,48.0,2,4588.910133843212
8th Phase JP Nagar,2 BHK,1059.0,2.0,34.5,2,3257.790368271955
8th Phase JP Nagar,2 BHK,1062.0,2.0,42.47,2,3999.0583804143125
8th Phase JP Nagar,2 BHK,1062.0,2.0,42.47,2,3999.0583804143125
8th Phase JP Nagar,2 BHK,1073.5,2.0,54.005,2,5030.740568234746
8th Phase JP Nagar,2 BHK,1080.0,2.0,35.0,2,3240.740740740741
8th Phase JP Nagar,2 BHK,1080.0,2.0,38.0,2,3518.5185185185187
8th Phase JP Nagar,2 BHK,1089.0,2.0,43.55,2,3999.0817263544536
8th Phase JP Nagar,2 BHK,1089.0,2.0,43.55,2,3999.0817263544536
8th Phase JP Nagar,2 BHK,1098.0,2.0,43.91,2,3999.089253187614
8th Phase JP Nagar,2 BHK,1100.0,2.0,35.0,2,3181.818181818182
8th Phase JP Nagar,2 BHK,1100.0,2.0,35.0,2,3181.818181818182
8th Phase JP Nagar,2 BHK,1125.0,2.0,36.94,2,3283.5555555555557
8th Phase JP Nagar,2 BHK,1160.0,2.0,95.0,2,8189.6551724137935
8th Phase JP Nagar,2 BHK,1245.0,2.0,59.0,2,4738.955823293173
8th Phase JP Nagar,2 BHK,1298.0,2.0,59.0,2,4545.454545454545
8th Phase JP Nagar,2 BHK,1510.0,2.0,80.0,2,5298.013245033113
8th Phase JP Nagar,2 BHK,1513.0,2.0,62.0,2,4097.818902842036
8th Phase JP Nagar,3 BHK,1224.0,2.0,48.95,3,3999.1830065359477
8th Phase JP Nagar,3 BHK,1230.0,2.0,43.5,3,3536.5853658536585
8th Phase JP Nagar,3 BHK,1269.0,2.0,50.75,3,3999.211977935382
8th Phase JP Nagar,3 BHK,1275.0,2.0,41.5,3,3254.901960784314
8th Phase JP Nagar,3 BHK,1296.0,2.0,51.83,3,3999.2283950617284
8th Phase JP Nagar,3 BHK,1368.0,2.0,54.71,3,3999.2690058479534
8th Phase JP Nagar,3 BHK,1500.0,2.0,55.0,3,3666.6666666666665
8th Phase JP Nagar,3 BHK,1504.0,2.0,83.0,3,5518.617021276596
8th Phase JP Nagar,3 BHK,1605.0,2.0,65.0,3,4049.8442367601247
8th Phase JP Nagar,3 Bedroom,950.0,3.0,130.0,3,13684.21052631579
8th Phase JP Nagar,3 BHK,1240.0,3.0,43.5,3,3508.064516129032
8th Phase JP Nagar,3 BHK,1275.0,3.0,45.0,3,3529.4117647058824
8th Phase JP Nagar,3 BHK,1408.0,3.0,80.0,3,5681.818181818182
8th Phase JP Nagar,3 BHK,1431.5,3.0,72.02,3,5031.086273140063
8th Phase JP Nagar,3 BHK,1455.0,3.0,73.31,3,5038.487972508591
8th Phase JP Nagar,3 BHK,1800.0,3.0,80.0,3,4444.444444444444
8th Phase JP Nagar,3 BHK,3300.0,3.0,165.0,3,5000.0
8th Phase JP Nagar,3 Bedroom,1900.0,4.0,90.0,3,4736.8421052631575
8th Phase JP Nagar,4 BHK,1200.0,3.0,110.0,4,9166.666666666666
8th Phase JP Nagar,4 Bedroom,660.0,4.0,90.0,4,13636.363636363636
8th Phase JP Nagar,4 BHK,1200.0,4.0,140.0,4,11666.666666666666
8th Phase JP Nagar,4 Bedroom,1200.0,4.0,145.0,4,12083.333333333334
8th Phase JP Nagar,4 Bedroom,1200.0,4.0,270.0,4,22500.0
8th Phase JP Nagar,4 Bedroom,1800.0,4.0,230.0,4,12777.777777777777
8th Phase JP Nagar,4 BHK,2100.0,4.0,92.0,4,4380.952380952381
8th Phase JP Nagar,4 Bedroom,2600.0,4.0,115.0,4,4423.076923076923
8th Phase JP Nagar,4 Bedroom,2700.0,4.0,130.0,4,4814.814814814815
8th Phase JP Nagar,4 Bedroom,600.0,5.0,99.0,4,16500.0
8th Phase JP Nagar,5 Bedroom,1730.0,5.0,75.0,5,4335.260115606937
8th Phase JP Nagar,6 Bedroom,1200.0,6.0,260.0,6,21666.666666666668
8th Phase JP Nagar,9 Bedroom,1200.0,8.0,225.0,9,18750.0
8th block Koramangala,2 Bedroom,1410.0,1.0,233.0,2,16524.822695035462
8th block Koramangala,2 BHK,1165.0,2.0,135.0,2,11587.982832618025
8th block Koramangala,2 BHK,1209.0,2.0,100.0,2,8271.298593879239
8th block Koramangala,3 Bedroom,600.0,2.0,85.0,3,14166.666666666666
8th block Koramangala,3 Bedroom,1846.0,3.0,300.0,3,16251.354279523293
8th block Koramangala,3 Bedroom,2400.0,3.0,290.0,3,12083.333333333334
8th block Koramangala,4 Bedroom,1650.0,3.0,300.0,4,18181.81818181818
9th Block Jayanagar,1 Bedroom,700.0,1.0,150.0,1,21428.571428571428
9th Block Jayanagar,4 Bedroom,1440.0,4.0,240.0,4,16666.666666666668
9th Block Jayanagar,4 Bedroom,1000.0,5.0,200.0,4,20000.0
9th Block Jayanagar,6 Bedroom,1200.0,5.0,280.0,6,23333.333333333332
9th Block Jayanagar,9 Bedroom,1200.0,8.0,270.0,9,22500.0
9th Phase JP Nagar,1 BHK,600.0,1.0,20.0,1,3333.3333333333335
9th Phase JP Nagar,2 BHK,660.0,2.0,27.0,2,4090.909090909091
9th Phase JP Nagar,2 BHK,835.0,2.0,37.0,2,4431.137724550898
9th Phase JP Nagar,2 BHK,890.0,2.0,45.0,2,5056.179775280899
9th Phase JP Nagar,2 BHK,905.0,2.0,32.0,2,3535.9116022099447
9th Phase JP Nagar,2 BHK,1005.0,2.0,42.0,2,4179.104477611941
9th Phase JP Nagar,2 BHK,1005.0,2.0,43.0,2,4278.606965174129
9th Phase JP Nagar,2 BHK,1005.0,2.0,50.0,2,4975.124378109453
9th Phase JP Nagar,2 BHK,1035.0,2.0,45.0,2,4347.826086956522
9th Phase JP Nagar,2 BHK,1050.0,2.0,35.0,2,3333.3333333333335
9th Phase JP Nagar,2 BHK,1050.0,2.0,39.0,2,3714.285714285714
9th Phase JP Nagar,2 BHK,1073.0,2.0,52.36,2,4879.77632805219
9th Phase JP Nagar,2 BHK,1079.0,2.0,60.0,2,5560.704355885079
9th Phase JP Nagar,2 BHK,1080.0,2.0,37.0,2,3425.925925925926
9th Phase JP Nagar,2 BHK,1100.0,2.0,65.0,2,5909.090909090909
9th Phase JP Nagar,2 BHK,1127.0,2.0,50.0,2,4436.557231588287
9th Phase JP Nagar,2 BHK,1164.0,2.0,56.0,2,4810.996563573884
9th Phase JP Nagar,2 Bedroom,1200.0,2.0,80.0,2,6666.666666666667
9th Phase JP Nagar,2 BHK,1331.95,2.0,69.0,2,5180.374638687638
9th Phase JP Nagar,2 BHK,1466.0,2.0,71.0,2,4843.110504774898
9th Phase JP Nagar,2 BHK,1480.0,2.0,80.0,2,5405.405405405405
9th Phase JP Nagar,3 BHK,1240.0,2.0,39.89,3,3216.935483870968
9th Phase JP Nagar,3 BHK,1240.0,2.0,42.85,3,3455.6451612903224
9th Phase JP Nagar,3 BHK,1300.0,2.0,58.0,3,4461.538461538462
9th Phase JP Nagar,3 BHK,1719.3,2.0,88.0,3,5118.362124120282
9th Phase JP Nagar,3 BHK,1890.0,2.0,85.0,3,4497.354497354498
9th Phase JP Nagar,3 BHK,1890.0,2.0,93.0,3,4920.6349206349205
9th Phase JP Nagar,3 Bedroom,600.0,3.0,79.0,3,13166.666666666666
9th Phase JP Nagar,3 Bedroom,600.0,3.0,85.0,3,14166.666666666666
9th Phase JP Nagar,3 BHK,1522.0,3.0,90.0,3,5913.272010512484
9th Phase JP Nagar,3 BHK,1571.0,3.0,65.0,3,4137.492043284532
9th Phase JP Nagar,3 BHK,1780.0,3.0,88.0,3,4943.820224719101
9th Phase JP Nagar,4 Bedroom,1200.0,3.0,188.0,4,15666.666666666666
9th Phase JP Nagar,4 Bedroom,1900.0,4.0,80.0,4,4210.526315789473
9th Phase JP Nagar,4 BHK,3500.0,4.0,300.0,4,8571.42857142857
9th Phase JP Nagar,4 BHK,5000.0,4.0,290.0,4,5800.0
9th Phase JP Nagar,4 BHK,5000.0,4.0,300.0,4,6000.0
9th Phase JP Nagar,5 Bedroom,1200.0,5.0,160.0,5,13333.333333333334
9th Phase JP Nagar,6 Bedroom,600.0,6.0,75.0,6,12500.0
9th Phase JP Nagar,7 Bedroom,1200.0,6.0,195.0,7,16250.0
9th Phase JP Nagar,7 Bedroom,820.0,7.0,140.0,7,17073.170731707316
9th Phase JP Nagar,8 BHK,800.0,8.0,140.0,8,17500.0
9th Phase JP Nagar,8 Bedroom,1200.0,8.0,135.0,8,11250.0
A Narayanapura,1 BHK,600.0,2.0,35.0,1,5833.333333333333
A Narayanapura,1 Bedroom,1500.0,2.0,85.0,1,5666.666666666667
A Narayanapura,4 Bedroom,1150.0,3.0,110.0,4,9565.217391304348
A Narayanapura,4 Bedroom,1150.0,4.0,110.0,4,9565.217391304348
A Narayanapura,4 Bedroom,1650.0,4.0,320.0,4,19393.939393939392
AECS LAYOUT A-BLOCK Singasandra,5 Bedroom,1200.0,5.0,225.0,5,18750.0
AECS Layout,2 BHK,1005.0,2.0,55.0,2,5472.636815920398
AECS Layout,2 BHK,1028.0,2.0,42.0,2,4085.603112840467
AECS Layout,2 BHK,1045.0,2.0,36.58,2,3500.4784688995214
AECS Layout,2 BHK,1080.0,2.0,55.0,2,5092.592592592592
AECS Layout,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
AECS Layout,2 BHK,1123.0,2.0,64.0,2,5699.020480854853
AECS Layout,2 BHK,1135.0,2.0,68.0,2,5991.1894273127755
AECS Layout,2 BHK,1199.0,2.0,65.0,2,5421.184320266889
AECS Layout,2 BHK,1308.0,2.0,60.0,2,4587.155963302752
AECS Layout,3 BHK,1620.0,3.0,98.0,3,6049.382716049383
AECS Layout,3 BHK,1800.0,3.0,65.0,3,3611.1111111111113
AECS Layout,3 BHK,2000.0,3.0,90.0,3,4500.0
AGB Layout,7 Bedroom,3000.0,6.0,145.0,7,4833.333333333333
AGS Layout,2 BHK,1040.0,2.0,46.79,2,4499.038461538462
AGS Layout,2 BHK,1075.0,2.0,48.38,2,4500.46511627907
AGS Layout,2 BHK,1150.0,2.0,46.0,2,4000.0
AGS Layout,3 BHK,1080.0,2.0,75.0,3,6944.444444444444
AGS Layout,3 BHK,1450.0,2.0,85.0,3,5862.068965517241
AGS Layout,3 BHK,1490.0,2.0,59.6,3,4000.0
AGS Layout,3 Bedroom,1936.0,3.0,110.0,3,5681.818181818182
AMS Layout,1 BHK,1000.0,1.0,19.0,1,1900.0
AMS Layout,3 BHK,1650.0,2.0,80.0,3,4848.484848484848
AMS Layout,3 Bedroom,1200.0,4.0,80.0,3,6666.666666666667
AMS Layout,4 Bedroom,1200.0,4.0,110.0,4,9166.666666666666
Aavalahalli,2 BHK,1180.0,2.0,41.94,2,3554.237288135593
Abbaiah Reddy Layout,2 BHK,1100.0,2.0,38.45,2,3495.454545454546
Abbaiah Reddy Layout,2 BHK,1100.0,2.0,38.49,2,3499.090909090909
Abbaiah Reddy Layout,2 BHK,1100.0,2.0,38.5,2,3500.0
Abbaiah Reddy Layout,2 BHK,1190.0,2.0,41.0,2,3445.378151260504
Abbaiah Reddy Layout,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Abbaiah Reddy Layout,3 BHK,1310.0,2.0,50.0,3,3816.793893129771
Abbigere,1 BHK,734.0,1.0,19.82,1,2700.272479564033
Abbigere,1 BHK,765.0,2.0,30.0,1,3921.5686274509803
Abbigere,2 BHK,795.0,1.0,32.6,2,4100.62893081761
Abbigere,2 BHK,795.0,2.0,32.54,2,4093.0817610062895
Abbigere,2 BHK,795.0,2.0,32.54,2,4093.0817610062895
Abbigere,2 BHK,880.0,2.0,35.0,2,3977.2727272727275
Abbigere,2 BHK,985.0,2.0,38.92,2,3951.269035532995
Abbigere,2 BHK,985.0,2.0,40.39,2,4100.507614213198
Abbigere,2 BHK,985.0,2.0,40.39,2,4100.507614213198
Abbigere,2 BHK,995.0,2.0,40.8,2,4100.5025125628135
Abbigere,2 BHK,1000.0,2.0,41.0,2,4100.0
Abbigere,2 BHK,1005.0,2.0,39.59,2,3939.303482587065
Abbigere,2 BHK,1020.0,2.0,40.8,2,3999.9999999999995
Abbigere,2 BHK,1020.0,2.0,41.82,2,4100.0
Abbigere,2 BHK,1130.0,2.0,46.33,2,4100.0
Abbigere,3 BHK,1260.0,2.0,45.0,3,3571.4285714285716
Abbigere,3 BHK,1326.0,2.0,34.8,3,2624.434389140271
Abbigere,3 BHK,1326.0,2.0,35.0,3,2639.517345399698
Abbigere,4 Bedroom,1200.0,3.0,120.0,4,10000.0
Abbigere,5 Bedroom,1200.0,4.0,98.0,5,8166.666666666667
Abbigere,6 Bedroom,1200.0,6.0,95.0,6,7916.666666666667
Abbigere,6 Bedroom,2200.0,6.0,68.0,6,3090.909090909091
Abbigere,6 Bedroom,2500.0,6.0,81.0,6,3240.0
Abbigere,8 Bedroom,3000.0,8.0,150.0,8,5000.0
Abshot Layout,2 BHK,1140.0,1.0,185.0,2,16228.070175438597
Achins Road,7 Bedroom,2100.0,7.0,410.0,7,19523.809523809523
Adarsh Nagar,2 BHK,1270.0,2.0,50.0,2,3937.0078740157483
Addischetan Layout,3 BHK,1495.0,3.0,55.0,3,3678.9297658862874
Adityanagar,1 Bedroom,1260.0,1.0,41.0,1,3253.968253968254
Adityanagar,1 Bedroom,1260.0,1.0,41.0,1,3253.968253968254
Adityanagar,5 Bedroom,875.0,5.0,120.0,5,13714.285714285714
Adugodi,2 BHK,1201.0,2.0,65.0,2,5412.156536219817
Agara Village,3 BHK,1925.0,3.0,120.0,3,6233.766233766234
Agrahara Dasarahalli,1 BHK,800.0,1.0,72.0,1,9000.0
Agrahara Dasarahalli,1 BHK,1200.0,1.0,65.0,1,5416.666666666667
Agrahara Dasarahalli,3 Bedroom,1350.0,1.0,120.0,3,8888.888888888889
Air View Colony,2 BHK,1100.0,2.0,58.5,2,5318.181818181818
Aishwarya Crystal Layout,2 BHK,1053.0,2.0,51.0,2,4843.304843304843
Aishwarya Crystal Layout,3 BHK,2250.0,3.0,113.0,3,5022.222222222223
Akash Nagar,2 BHK,967.0,2.0,47.8,2,4943.1230610134435
Akshaya Nagar,1 Bedroom,2000.0,1.0,200.0,1,10000.0
Akshaya Nagar,2 BHK,900.0,2.0,45.0,2,5000.0
Akshaya Nagar,2 BHK,1000.0,2.0,38.0,2,3800.0
Akshaya Nagar,2 BHK,1070.0,2.0,54.0,2,5046.728971962617
Akshaya Nagar,2 BHK,1092.0,2.0,60.0,2,5494.505494505494
Akshaya Nagar,2 BHK,1100.0,2.0,48.0,2,4363.636363636364
Akshaya Nagar,2 BHK,1113.0,2.0,52.0,2,4672.057502246182
Akshaya Nagar,2 BHK,1126.0,2.0,55.0,2,4884.547069271758
Akshaya Nagar,2 BHK,1179.0,2.0,51.0,2,4325.699745547074
Akshaya Nagar,2 BHK,1200.0,2.0,45.0,2,3750.0
Akshaya Nagar,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Akshaya Nagar,2 BHK,1225.0,2.0,68.0,2,5551.0204081632655
Akshaya Nagar,2 BHK,1265.0,2.0,67.0,2,5296.442687747036
Akshaya Nagar,2 BHK,1280.0,2.0,58.0,2,4531.25
Akshaya Nagar,2 BHK,1280.0,2.0,60.0,2,4687.5
Akshaya Nagar,2 BHK,1280.0,2.0,60.0,2,4687.5
Akshaya Nagar,2 BHK,1300.0,2.0,54.0,2,4153.846153846154
Akshaya Nagar,2 BHK,1300.0,2.0,66.0,2,5076.923076923077
Akshaya Nagar,2 BHK,1314.0,2.0,68.8,2,5235.920852359209
Akshaya Nagar,2 BHK,1388.0,2.0,57.0,2,4106.628242074928
Akshaya Nagar,3 BHK,1360.0,2.0,85.0,3,6250.0
Akshaya Nagar,3 BHK,1410.0,2.0,75.0,3,5319.148936170212
Akshaya Nagar,3 BHK,1410.0,2.0,80.0,3,5673.758865248227
Akshaya Nagar,3 BHK,1412.0,2.0,88.0,3,6232.294617563739
